message,msg_length,num_numbers,contains_greeting,contains_scam_keyword,num_exclamations,num_uppercase_words,code_switching
account sign ksh hourly nairobi reply stop unsubscribe,54,0,False,False,0,0,True
congratulation account credit kes new bonus balance kes login deposit play,74,0,False,False,0,0,False
give strength phil reply stop message reply stop,48,0,True,False,0,0,False
alice recruiter investment look responsible time partner join investment group join use mobile phone minute day daily salary range ke year old contact whatsapp,159,0,False,False,0,0,False
confirm receive kes usipitwe hii chepkorir ingia yako inakungoja leo deposit play win,85,0,True,False,0,0,False
receive new year prize facebook total usd confirm facebook user apologize receive prize baht promise receive today send mobile number payment detail,148,0,False,True,0,0,False
shall pass god difficult time land plenty reply receiver stop receive message reply stop,88,0,False,False,0,0,False
dear tenant rent payment mpesa secure problem regular rent account pay time payment accept management,101,0,True,True,0,0,True
notice dear tenant effective today rent pay new bank account pay bill account number kindly comply regard management,116,0,True,False,0,0,False
congratulation receive mpesa ref crash signup hapa ucheze upate message kama hii stop,85,0,True,True,0,0,True
cheza lotto inatajirisha rahisi kucheza cheza ushinde hii play dial,67,0,True,False,0,0,False
job posting go click link work hour settlement income hour touch,64,0,False,False,0,0,False
pray god visit home month miracle,33,0,False,False,0,0,False
mum anniversary lose believe caring love hope son daughter,58,0,False,False,0,0,False
guard heart determine course life reply inspire caller stop reply stop,70,0,False,False,0,0,False
ulinde watoto wangu waongoze iliyo sawa walinde kutokana hatari wajaze hekima ujasiri familia yetu iwe kimbilio upendo ili kueneza ujumbe huu kwa wengine bonyeza kupata niponye mungu kama,187,0,False,False,0,0,False
dear customer tala softloan available pesa user interest sms tala,65,0,True,False,0,0,False
account credit kes new balance ke ref play upate hii pesa,57,0,True,False,0,0,False
chronicle look lord strength seek face reply set signature reply stop stop receivng message,91,0,False,False,0,0,False
kes wait register place bet bonus register,42,0,False,False,0,0,False
receive kes chezabet use promo code code activate new balance kes apply click stop,82,0,False,True,0,0,False
confirm receive qbet balance use promo code qbet redeem stop,60,0,False,True,0,0,False
mario payment breeze weekend buy good feature branch quick safe easy,68,0,False,False,0,0,False
year end remember ending new beginning cheer bright day ahead reply end year style stop receive message reply stop,114,0,False,False,0,0,False
dear customer reply set saeed islamic nasheed tune reply set nyanya rukia mtech wacky tune tune relive historic moment dial set today history tune,146,0,True,False,0,0,False
reservation confirm wednesday july venue biashara plaza floor operative bank building host presbyterian university baazar moi avenue street time carry national text arrival regard miss faith,190,0,False,False,0,0,False
shall love neighbor mark reply spread message encouragement entertain caller strong lord mighty power dial,106,0,False,False,0,0,False
pesa loan available pesa user interest apply send,49,0,False,True,0,0,False
congratulation receive mpesa ref crash signup hapa ucheze upate message kama hii stop,85,0,True,True,0,0,True
congratulation safaricom lipa pesa promotion win claim prize kindly office payment,82,0,False,True,0,0,False
worrying total waste time doesn change mess mind steal happinessreply subscribe dial asante mungu stop receive message reply stop,129,0,False,False,0,0,False
notice dear tenant clear rent balance sept rent payment pay dtb bank account paybill account number cash mode payment accept kindly comply pay time regard management,165,0,True,False,0,0,False
god good new day new year know need time start uplift caller message reply stop receive message reply stop,106,0,False,False,0,0,False
dear god,8,0,True,False,0,0,False
story mother story,18,0,False,False,0,0,False
earn upto referral program omoka mbogi ukiwachanua pia chachishabet sorry having send message mistake intend send agent madam susan dial number mistake coz big loss disclose dishonest person promise sound reward arrival act honestly ribe businessman arusha tanzania currently kenyan border hending mombasa port sms thank hello madam marskh company acc secret pin container ref sm,379,0,True,True,0,0,False
process immediate payment payment act initializer process verification,70,0,False,False,0,0,False
sorry having send message mistake intend send agent madam susan dial number mistake coz big loss disclose dishonest person promise sound reward arrival act honestly ribe businessman arusha tanzania currently kenyan border hending mombasa port sms thank,252,0,False,True,0,0,False
receive new year prize facebook total usd confirm facebook user apologize receive prize baht promise receive today send mobile number payment detail,148,0,False,True,0,0,False
sowel canada work support community project group kenya need life partner sms,77,0,False,False,0,0,False
asante mungu kwa kwa chakula kwa afya kwa familia marafiki ili kueneza baraka hizi kwa wengine ili usipokee tena jumbe hizi jibu stop,133,0,True,False,0,0,False
reply set kumalo tune relive historic moment dial set today history tune,72,0,True,False,0,0,False
kes cash giveaway stake refund bonus upto kes manchester city real madrid stop,78,0,False,False,0,0,False
africa qualification rwanda nigeria ghana chad botswana algeria click stop,74,0,False,False,0,0,False
confirm receive ben wafula new mpesa balance ksh lock dial mpesa mini statement confirm receive ben wafula new mpesa balance ksh lock dial mpesa mini statement,159,0,False,True,0,0,True
scholarship fully fund fund common fully fund one linking channel shall provide payment scholarship service commence process,124,0,True,False,0,0,False
save contact number use recently different number reach receive communication number claim domy report immediately thank understanding cooperation good domy,156,0,False,False,0,0,False
ksh hour nairobi activate account drive want reply stop unsubscribe,67,0,False,False,0,0,True
dear customer reply set nasheed tune reply set dua heaven sheikh omar tune relive historic moment dial set today history tune dear customer,139,0,True,False,0,0,False
free mbs datum reply successfully bill set soul find signature stop receive message reply stop,94,0,False,False,0,0,False
cheque tutakuletea mahali popote wekelea hii liverpool newcastle pewa bonus kwa app stop,88,0,True,False,0,0,False
hello request work term odd pay win reply drop chat whatspp win guarantee,73,0,True,False,0,0,False
win win upto kes bebacrash enjoy karibu bonus referral bonus link stop,70,0,False,False,0,0,False
play powerball stand chance win guarantee ugx billion jackpot today dial visit bit dnd,86,0,False,False,0,0,False
time right happen say lord hope caller message stop reply stop,62,0,False,False,0,0,False
crazy deal fresh grape dairyb lotus ndovu maize orchid valley slctd fanta sprite prestige margarine rina fresh fri persil zenta cream tiara imperial tusker gordon gin gilbey gin ramton fridge hisense smart ramton wave select store badili samsung stop,250,0,True,False,0,0,False
mpesa confirm receive fom brian oluoch new mpesa balance ksh lock unlock dial,77,0,False,True,0,0,True
ulinde watoto wangu waongoze iliyo sawa walinde kutokana hatari wajaze hekima ujasiri familia yetu iwe kimbilio upendo ili kueneza ujumbe huu kwa wengine bonyeza kupata niponye mungu kama,187,0,False,False,0,0,False
notice dear tenant clear rent balance sept rent payment pay dtb bank account paybill account number cash mode payment accept kindly comply pay time regard manageman,164,0,True,False,0,0,False
miss mark incomplete mark want upgrade bad grade academic transcript,68,0,False,False,0,0,False
available pesa user interest apply send,39,0,False,True,0,0,False
dear customer reply set nasheed tune reply set mungu tune relive historic moment dial set today history tune,108,0,True,False,0,0,False
confirm receive joel kazungu new mpesa balance ksh lock dial unlock,67,0,False,True,0,0,True
pesa confirm receive ksh simba kazungu new pesa balance ksh lock pay bill pesa,78,0,False,False,0,0,True
nahum lord good refuge time trouble care trust reply set signature reply stop stop receive message,98,0,False,False,0,0,False
powerball stand chance win guarantee ugx billion today play visit bit dnd,73,0,False,False,0,0,False
notice dear tenant kindly rent payment today avoid inconveniencie rent pay new paybill account paybill account kindly comply regard management,142,0,True,False,0,0,False
nice nice psg manchester city kes cash giveaway bonus upto kes distribute stop,78,0,False,False,0,0,False
capital account balance ke account number password visit link,61,0,False,False,0,0,False
luckywin give free ticket super million jackpot claim join draw chance win link stop,84,0,False,False,0,0,False
good morning doreen reminder select people visit office today ongoing exposition,80,0,False,False,0,0,False
earn upto referral program omoka mbogi ukiwachanua pia chachishabet sorry having send message mistake intend send agent madam susan dial number mistake coz big loss disclose dishonest person promise sound reward arrival act honestly ribe businessman arusha tanzania currently kenyan border hending mombasa port sms thank hello madam marskh company acc secret pin container ref sm,379,0,True,True,0,0,False
lord refuge oppress psalm reply spread message strength entertain caller let word christ dwell richly,101,0,False,False,0,0,False
congratulations mkamburi wameconfirm deposit mpesa account kupata hii tuma paybl milele,87,0,True,True,0,0,True
free datum like friend signature reply set signature free datum dial personalized jambo card stop receive message reply stop,124,0,False,False,0,0,False
dear tenant rent payment mpesa till pay ease issue regular payment method pay time payment accept management,108,0,True,True,0,0,True
generate powerpoint slide visual video picture present public speaking class tomorrow topic perceive african inferiority westrn nation africa beter try convince people stop travel abroad work live think well minute presentation good,232,0,True,False,0,0,False
nice nice liverpool kes cash giveaway bonus upto kes distribute stop,68,0,False,False,0,0,False
easily use phone earn day year old use start work stop,54,0,False,False,0,0,False
empty,5,0,False,False,0,0,False
believe receive ask prayer reply signature,42,0,False,False,0,0,False
wish merry christmas happy new year reply set signature reply stop stop receive message,87,0,False,False,0,0,False
confirm receive patapesa balance use promo code patapesa redeem stop,68,0,False,True,0,0,False
amazing promos bonus upto ke ke cash giveaway refund manchester city newcastle stop,83,0,False,False,0,0,False
congratulation number approve instant cash ligibet send unlock win bet stop,75,0,False,True,0,0,False
shakeel rehema withdraw union acc pin clear container dubai mtcn rff ribe pole sana,83,0,False,False,0,0,False
mavuno loan available pesa user payment month apply sms loan,60,0,False,False,0,0,False
notice dear tenant write let know significant modification rent payment procedure effective september rent payment lipa mpesa pay bill business number account number house number prosperity service cash mode payment accept deadline september regard management,259,0,True,True,0,0,True
congratulation confirm receive ksh wekelea bonus register deposit play withdraw stop,84,0,False,False,0,0,True
great holiday fantastic year ahead merry christmas happy new year reply set message signature stop receive message reply stop,125,0,False,False,0,0,False
dear tenant rent payment mpesa flexpay problem regular rent account pay time payment accept management,102,0,True,True,0,0,True
congratulation pass day click contact,37,0,False,False,0,0,False
heavenly father mercy grace lift heart gratitude bring new year pray year blessing peace success commit dream plan hand amen reply share message blessing stop recieve message reply stop,185,0,False,False,0,0,False
dear tenant rent payment buy good paylink system issue account pay time payment accept management,97,0,True,False,0,0,False
dear customer reply set nasheed tune reply set dua heaven sheikh omar tune relive historic moment dial set today history tune,125,0,True,False,0,0,False
pata datum bure tuma yes uweze kulipa heshima huundwa,53,0,True,False,0,0,False
congratulation tumekupa free spin equivalent kwa aviator casino grab bonus register,83,0,False,False,0,0,False
ubereat mcfry chicken mugg bean sandwich today store java chicken thur deal apply,81,0,True,False,0,0,False
tap ksh hour ride nairobi activate account today reply stop unsubscribe,71,0,False,False,0,0,True
thank subscribe citron game enjoy service visit thank,53,0,False,False,0,0,False
code binance contract kelp,26,0,False,True,0,0,False
lord strength defense salvation psalm reply spread message encouragement entertain caller bless take refuge lord dial,117,0,False,False,0,0,False
dear customer reply set sema nami tune reply set huniachiia salaf tune relive historic moment dial set today history tune stop receive message reply stop,153,0,True,False,0,0,False
hiyo message imekuja uifute kwa vile iko siri zangu benki biashara nami nikifika mombasa nipate mali yangu ikiwa salama waitwa,126,0,True,False,0,0,False
samahani kwa nilikuwa namtumia agent wangu number kwa uangalifu barabarani usionyeshe mtu yeyote naeza poteza mali mtu muhalifu nakuahidi nikifika nipate mzigo wangu salama wewe waitwa nani,189,0,True,False,0,0,False
ksh commission account expire log withdraw rush,47,0,False,False,0,0,True
job lose end god give double year difficult reward come hope caller message today,81,0,False,False,0,0,False
new user bonus ksh deposit deposit win big,42,0,False,False,0,0,True
milan wealth fund arrive balance remain ke account number password access link,78,0,False,False,0,0,False
dear client qualify loan sms loan save require,46,0,True,False,0,0,False
successfully cancel subscription service thank,46,0,False,False,0,0,False
congratulation get job opportunity ke day click,47,0,False,False,0,0,False
worry,5,0,False,False,0,0,False
congratulation tumekupea freebet pale odibet register claim freebet win big freebet stop,88,0,False,False,0,0,False
dear tenant rent payment buy good till paylink system issue account pay time payment accept management,102,0,True,False,0,0,False
captain bonus unayo pia kuna milli worth free bet pale sportpesa aviator count grab share yako stop,99,0,False,False,0,0,False
nivea cantu dove etc valid till shop bit stop hour flash sale live use code non discount item diaper,100,0,False,True,0,0,False
greeting achieve infrastructural development ongoing construction road sewer line continuity key avoid have stall project capable deliver additional classroom equal distribution bursary needy student improve security social hall public park ward vote mercy wanjiku gakuya kasarani mama stop,290,0,True,False,0,0,False
confirm receive abdi shakur new pesa balance ksh lock register pesa till free today,83,0,False,False,0,0,True
big win alert unlock kes freebet aviator vip bet kes claim winning stake stop,77,0,False,False,0,0,False
nimechoka mateso nimechoka taabu baba mungu naja kwako nibariki kila siku amina bonyeza baraka mungu jibu ili kueneza stop hizi,127,0,True,False,0,0,False
tukaribishe mwaka pamoja cash prize upto million participate free bonyeza ushinde stop,86,0,True,True,0,0,False
morning kindly position lend refund pl,38,0,False,False,0,0,False
easy everybody reply subscribe dial lenanthalaq skiza stop receive message reply stop,85,0,False,False,0,0,False
madam unisajilishie container tatu kutoka dubai password ref kabla nifike,73,0,True,False,0,0,False
dear subscriber successfully subscribe unsubscribe dial,55,0,True,False,0,0,False
empty,5,0,False,False,0,0,False
mambo imechemkaa usilalishe hii weekend enjoy payout mambo moto moto juubet pay stop,84,0,True,False,0,0,False
judge judge reply set jambo card dial create jambo card stop receive message reply stop,87,0,False,False,0,0,False
congratulation confirm receive wekelea register deposit play withdraw,69,0,False,False,0,0,False
dear tenant clear rent balance sept rent payment pay dtb bank account paybill account number cash mode payment accept kindly comply pay time regard management,158,0,True,False,0,0,False
friday cash alert player wanapata saa hii usichelewe chepkorir hii number iko ingia pepea offer expire soon,107,0,True,False,0,0,False
dear client shipment successfully deliver matulai muumbi track click android app bit kenya ltd stop,99,0,True,False,0,0,False
kwa chakula kwa afya kwa familia umejaa ili kueneza wengine ili usipokee tena jumbe hizi jibu stop,98,0,True,False,0,0,False
shall love neighbor mark reply spread message encouragement entertain caller strong lord mighty power dial,106,0,False,False,0,0,False
congratulation win,18,0,False,False,0,0,False
available pesa user sm loan apply saving activate dial,54,0,False,False,0,0,False
congratulation receive mpesa ref crash signup hapa ucheze upate message kama hii stop,85,0,True,True,0,0,True
dear customer reply set signature believe come day choice believe stop receive message reply stop,97,0,True,False,0,0,False
dear tenant rent payment mpesa secure problem regular rent account pay time payment accept management,101,0,True,True,0,0,True
grace hebrews reply spread message hope entertain caller lord light salvation dial,82,0,False,False,0,0,False
madness start tomorrow diaper crazy deal march ready shop stock stop flash sale live order apply code non discount item diaper shop bit stop,140,0,False,True,0,0,False
sorry having send message mistake intend send agent madam grace dial number mistake kindly delete phone disclose anybody bear private confidential information cost big loss disclose dishonest person promise reward arrival act honestly businessman dar salam currently kenyan border head mombasa port send number,310,0,False,True,0,0,False
confirm receive qbet balance use promo code qbet redeem play stop,65,0,False,True,0,0,False
today roche cerave valid stock shop lotion sunscreen cleanse bar foam cleanser etc bit stop,91,0,False,False,0,0,False
congratulation confirm receive ksh wekelea bonus register deposit play withdraw stop,84,0,False,False,0,0,True
chronicle look lord strength seek face reply set signature reply stop stop receivng message,91,0,False,False,0,0,False
tunakupatia financial freedom ushinde hadi njia moja hapa dial uchague box kata akuitie,87,0,True,False,0,0,False
alice recruiter investment look responsible time partner join investment group join use mobile phone minute day daily salary range ke year old contact whatsapp,159,0,False,False,0,0,False
hello gideon ksh deposit account withdraw mpesa visit thank,59,0,True,True,0,0,True
samahani sio wako unazo siri zangu biashara ufute majina nambari ile itapokea soda yako,87,0,False,False,0,0,False
lucky team shujaa bonyeza cheza kama shujaa shinda pesa withdraw winning mpesa stop,83,0,True,True,0,0,True
recruit partner mobile phone work minute work day day contact information,73,0,False,False,0,0,False
congratulation winner receive deposit instantly deposit claim stop,66,0,False,False,0,0,False
njaanuary crazy deal red grape pack beef steak dairyb jogoo maize lotus fresh fri sunrice prestige margarine pepsi soda petal rosy persil zenta cream softcare gold count ramton iron von blender von dispenser mika fridge valid today gilbey whisky stop,250,0,True,False,0,0,False
stay fresh confident dadacare enjoy last comfort softness hassle frequent pad change shop dadacare bit stop valentine flash sale non discount item exclude diaper use code shop bit stop offer kes today use code item prescription min spend kes shop bit stop,255,0,False,True,0,0,False
notice dear tenant write let know significant modification year rent payment procedure effective march rent payment lipa mpesa paybill account house number residential management agency cash mode payment accept move forward deadline march regard management,256,0,True,True,0,0,True
dear customer reply set mungu tune reply set yatapita salaf tune relive historic moment dial set today history tune,115,0,True,False,0,0,False
old learn somethinng new reply subscribe dial hussle like tomorrow skiza stop receive message reply stop,104,0,True,False,0,0,False
gcongratulation friend today lucky day kindly come,50,0,False,False,0,0,False
ulinde watoto wangu waongoze iliyo sawa walinde kutokana hatari wajaze hekima ujasiri familia yetu iwe kimbilio upendo ili kueneza ujumbe huu kwa wengine bonyeza kupata niponye mungu kama,187,0,False,False,0,0,False
fund balance ke receive check account number password access link,65,0,False,False,0,0,False
lord strength defense salvation psalm reply spread message encouragement entertain caller bless take refuge lord dial,117,0,False,False,0,0,False
dear maize voucher code bag dresser voucher long rain voucher expire visit near ncpb depot redeem thank ministry agriculture,124,0,True,True,0,0,False
cheap social medium marketer facebook instagram tiktok youtube etc order cheapgainskenya whatsapp,97,0,False,False,0,0,False
asante mungu kwa kwa chakula kwa afya kwa familia marafiki ili kueneza baraka hizi kwa wengine ili usipokee tena jumbe hizi jibu stop,133,0,True,False,0,0,False
zuricash successfully log apply receive click contact stop,58,0,False,False,0,0,False
pray real thing happen life happen pray god real listen bless caller message,76,0,True,False,0,0,False
win win upto kes bebacrash enjoy karibu bonus referral bonus link stop,70,0,False,False,0,0,False
mbona hauko online text whatsapp need finish transaction,56,0,False,False,0,0,False
lord light salvation shall fear share message strength reply stop receive message reply stop,92,0,False,False,0,0,False
sunday flash sale code non discount item diaper order shop bit stop live flash sale february til use code non discount item diaper shop bit stop pay week sale live use code pay week item,186,0,False,True,0,0,False
dear customer tala softloan available pesa user interest sms tala,65,0,True,False,0,0,False
rent reminder dear tenant rent payment day change rent payment method equity bank account paybill accno,103,0,True,False,0,0,False
usikate tamaa mungu yupo subscribe reply stop receive message reply stop,72,0,False,False,0,0,False
time time online work minute work day day contact information,61,0,False,False,0,0,False
government scholarship open country turkey germany usa india italy new zealand malaysia canada australia egypt japan china etc university university country course level bachelor master scholarship coverage fully fund eligibility select country deadline date april scholarship benefit tuition fee return economy class air travel time establishment allowance contribution living expense pay fortnightly introductory academic program overseas student health cover oshc duration award supplementary academic support initial visa expense research award master coursework research award eligible research student share help awareness,628,0,True,False,0,0,False
beat congratulation win milli sportpesa mega jackpot cheza bob leo stop,71,0,False,False,0,0,False
chance win kes transaction away spend kes paybill buy good bill payment directly branch app stand chance win start transact today apply krisiibambe,147,0,False,False,0,0,False
dear tenant rent payment mpesa till paylink problem regular rent account pay time payment accept management,107,0,True,True,0,0,True
kindly visit google playstore grab quick loan app loan zuricash don miss exclusive discount repayable resent application,120,0,False,False,0,0,False
close hurt forsake reply share message stop get message reply stop dial salimia watu skiza tune,95,0,False,False,0,0,False
receive ksh login bonus enjoy ksh deposit promo mali play win stop,66,0,False,False,0,0,True
customer satisfaction survey dear value customer quickmart dedicate provide outstanding shopping experience help achieve goal invite participate quarterly customer satisfaction survey feedback crucial meaningful improvement moment complete survey click follow link link survey thank stop,287,0,True,False,0,0,False
notice dear tenant write let know significant modification rent payment procedure effective september rent payment lipa mpesa pay bill business number account number house number prosperity service cash mode payment accept deadline september regard management,259,0,True,True,0,0,True
give strength phillippian reply spread message strength entertain caller give strength dial,91,0,True,False,0,0,False
hello hope message find kenya writer currently hire train writer academic assignment project research pay monthly interested join whatsapp group update link ignore interested,174,0,True,False,0,0,False
dear customer reply set nasheed tune reply set mungu tune relive historic moment dial set today history tune,108,0,True,False,0,0,False
zuricash successfully log apply receive click contact stop,58,0,False,False,0,0,False
blessing,8,0,False,False,0,0,False
dear customer reply set saeed islamic nasheed tune reply set nyanya rukia mtech wacky tune tune relive historic moment dial set today history tune,146,0,True,False,0,0,False
pesa confirm receive yusuf ali new pesa balance ksh lock reverse forward message,80,0,False,False,0,0,True
god change time season remove king raise give wisdom wise set sign reply stop receine message reply stop,104,0,False,False,0,0,False
delighted inform proceed transaction thank choose service,57,0,False,False,0,0,False
siku cash ukiwa tunaimultiply hadi usizubae rafiki dial pick stop,65,0,False,False,0,0,False
time job earn easily day time limit time job online download job download work,78,0,False,False,0,0,False
welcome friendzchat service reply buy auto renew buy reject,59,0,False,False,0,0,False
fungua mwezi kidosi ksh sportpesa mega jackpot mfukoni cheza kick kesho dial stop,81,0,False,False,0,0,True
zuricash successfully log apply receive click contact stop,58,0,False,False,0,0,False
samahani nilikuwa natumia madam hellen nakwakuwa nilikuwa naendesha gari nikakosea nambari moja futa kwa simu yako usije ukaonyesha yeyote unazo siri zangu hasara kubwa ikipata mwenye mwaminifu nakuahidi utapata zawadi kubwa nikipata mali yangu ikiwa salama kwa arusha tanzania kwa sasa mombasa yako safaricom majina kamili yako kwa,332,0,True,False,0,0,False
free mbs datum reply yes set people impossible day signature successfully bill stop receive message reply stop,110,0,False,False,0,0,False
hallo madam susan send western union clear container secret wordblue,68,0,False,True,0,0,False
free mbs datum reply yes successfully bill set good way cheer try cheer signature stop receive message reply stop,113,0,False,False,0,0,False
receive ksh topcrash ametoa hii pesa click topcrash deposit play withdraw stop,78,0,True,False,0,0,True
lord strength defense salvation psalm reply spread message encouragement entertain caller bless take refuge lord dial,117,0,False,False,0,0,False
